,0
" 19 ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIENCED A LOSS OF ENGINE POWER WHILE IN CRUISE FLIGHT AND FORCE LANDED IN A FIELD IN SNELLING, CALIFORNIA  THE EXPERIMENTAL AIRPLANE, OWNED AND OPERATED BY THE PILOT, WAS SUBSTANTIALLY DAMAGED   THE COMMERCIAL PILOT WAS NOT INJURED   THE PERSONAL CROSS-COUNTRY FLIGHT WAS CONDUCTED UNDER THE PROVISIONS OF  CFR PART 91 AND HAD ORIGINATED FROM THE MINDEN, NEVADA, AIRPORT AT 1830, AND WAS EN ROUTE TO THE SAN LUIS OBISPO, CALIFORNIA, AIRPORT   VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN WAS FILED  THE PILOT REPORTED THAT HE TOOK OFF WITH 30 GALLONS OF FUEL AND HAD THE FUEL SELECTOR POSITIONED TO ""BOTH ""  HE STATED THAT WHILE FLYING AT 1,500 FEET AGL, THE ENGINE SUDDENLY LOST POWER   HE TURNED ON THE FUEL BOOST PUMP AND SET UP TO LAND IN AN OPEN FIELD   THE PILOT REPORTED THAT DUE TO THE ROUGH TERRAIN HE OPTED TO LEAVE THE LANDING GEAR RETRACTED   HE PERFORMED AN EMERGENCY DESCENT AND THE AIRCRAFT LANDED HARD  THE PILOT REPORTED THAT AFTER THE ACCIDENT, HE OBSERVED THAT THE FUEL CAP WAS MISSING FROM THE LEFT FUEL TANK   HE REPORTED THAT THE CAP HAD BEEN REMO YED PRIOR TO THE FLIGHT FOR maintenance PURPOSES AND STATED THAT HE DID NOT REMEMBER WHETHER IT HAD BEEN REPLACED   ON SEPTEMBER 23, 1999 AT ABOUT 1900 PST, WHILE ON A VFR FLIGHT FROM MINDEN NV MEV TO SAN LUIS OBISPO CA SBP A GLASAIR III, N153JC, MADE AN EMERGENCY LANDING APPROXIMATELY 15 MILES NORTH OF MERCED CA MCE IN A COW PASTURE  THERE WERE NO INJURIES TO THE PILOT-IN-COMMAND,PRIVACY DATA OMITTED AND NO PASSENGERS WERE ON BOARD  ACCORDING TO THE PILOT, HE NOTICED THE FUEL CAP ON THE LEFT WING TANK WAS MISSING APPROXIMATELY MIDWAY ACROSS THE MOUNTAINOUS TERRAIN  THE PILOT STARTED A DECENT FOR LANDING AT MCE AND EXPERIENCED A ENGINE FAILURE APPROXIMATELY 15 MILES NORTH OF THE AIRPORT  THE PILOT STATD THAT HE IMMIDIATELY FEATHERED THE PROP AND COMMITTED TO AN EMERGENCY LANDING  THERE APPEARS TO BE SUBSTANTIAL DAMAGE TO N153JC AND NO OTHER AIRCRAFT WERE INVOLVED IN THIS ACCIDENT                                                                     ABOUT 25 MINUTES INTO THE FLIGHT OVER MOUNTAINOUS TERRAIN, THE PILOT NOTICED THAT THE LEFT FUEL CAP WAS MISSING, AND THAT FUEL WAS ESCAPING FROM THE LEFT TANK FILLER OPENING  THE PILOT SAID HE SELECTED THE RIGHT TANK, BUT  THEN RETURNED THE SELECTOR TO THE BOTH POSITION  HE DESCENDED TO MAKE A PRECAUTIONARY LANDING AT AN AIRPORT AHEAD OF THE AIRPLANE AND THE ENGINE QUIT DURING THE EN ROUTE DESCENT  HE LANDED IN A FIELD WITH THE LANDING GEAR RETRACTED AND IMPACTED A FENCE  AN FAA INSPECTOR EXAMINED THE AIRPLANE DURING RECOVERY OPERATIONS  AS IT WAS BEING LIFTED, HE OBSERVED ABOUT 1 QUART OF FUEL DRAIN FROM THE LEFT WING TANK  WHEN THE SELECTOR WAS POSITIONED TO BOTH ABOUT 1 GALLON DRAINED FROM THE BELLY IN A CONTINUOUS STREAM  ACCORDING TO THE PILOT AND A MECHANIC WHO WORKED ON THE AIRPLANE BEFORE THE FLIGHT, WHILE AT THE DEPARTURE AIRPORT THE PILOT HAD SEVERAL ELECTRICAL SYSTEM PROBLEMS THAT REQUIRED SEVERAL DAYS TO REPAIR  DURING THIS TIME AS ELECTRICAL COMPONENTS WERE BEING REPLACED, ENGINE STARTS BECAME PROBLEMATIC  THE MECHANIC PRESSURIZED THE FUEL TANK WITH AIR THROUGH THE LEFT TANK FUEL FILLER OPENING AND THE ENGINE STARTED WITHOUT DIFFICULTY  THE MECHANIC SUSPECTED THAT THE ELECTRIC FUEL PUMP WAS THE CAUSE OF THE PROBLEM AND ADVISED THE PILOT TO HAVE THE PUMP EXAMINED  THE PILOT DECIDED TO CONTINUE WITH HIS FLIGHT PLANS INSTEAD  THE PILOT STATED THAT HE DID NOT DO HIS OWN PREFLIGHT CHECK OF THE AIRPLANE; HE ASSUMED THAT THE FUEL CAP HAD BEEN REPLACED  THE MECHANIC REPORTED THAT THE PILOT REPLACED THE COWLING AND RESTARTED THE ENGINE  THREE WITNESSES WATCHED THE AIRPLANE TAXI OUT AND DEPART  NO FUEL CAPS WERE FOUND ON THE RAMP OR THE RUNWAY ",1
OPERATOR EXPERIENCED LOW OIL PRESSURE INDICATION ON CLIMB  OPERATOR RETURNED TO AIRPORT AND MADE A NORMAL LANDING   THE AIRPORT FIRE UNITS RESPONDED TO A CALL FROM THE TOWER   THE OPERATOR WAS SURPRISED TO SEE THE FIRE UNITS ARRIVE SINCE HE DID NOT DECLARE AN EMERGENCY   THE OPERATOR SERVICED THE OIL SYSTEM AND THE ENGINE FUNCTIONED NORMAL   THE OPERATOR WAS COUNSELED ON PROPER PREFLIGHT INSPECTION PROCEDURES ,1
"THE PILOT LINED UP FOR TAKE OFF ON RUNWAY 31C ON THE RIGHT HAND RUNWAY SHOULDER MARKING LINE INSTEAD OF THE CENTER LINE  TH PILOT INITIATED A TAKEOFF AND STRUCK A RUNWAY MARKER AND DIRECTIONAL SIGN WITH THE RIGHT PROPELLER, AFTER TRAVELING A SHORT DISTANCE   THE PILOT ABORTED HIS TAKE OFF ",1
"DURING RUNUP AT END RUNWAY  PASSENGER EXITED ON HIS OWN TO WIPE DEW OFF WINDSHIELD  BACKED INTO PROPELLER   THE FLIGHT WAS TO RETURN TO THE CHICAGO, IL AREA  THE PILOT TAXIED TO THE END OF RUNWAY 26 FOR RUNUP  THE PASSENGER EXITED THE AIRPLANE, WITHOUT AUTHORIZATION, TO WIPE DEW OFF THE WINDSHIELD AND BACKED INTO THE PROP  INFORMATION SUPPLIED BY THE PILOT ",1
"ON 12/01/98, AIRCRAFT N4AE, A SABB-0B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT maintenance  maintenance CONSISTED OF A LEFT HAND MAIN GEAR AND INNER STRUT ASSEMBLY CHANGE   DURING maintenance TO FACILITATE REMOVAL OF THE LEFT HAND STRUT ASSEMBLY, THE GEAR RETRACTION HANDLE WAS PLACED IN THE UP POSITION AND HYDRAULIC HAND PUMP PRESSURE WAS APPLIED TO BREAK LEFT HAND GEAR ASSEMBLY OVER CENTER, THIS WOULD ALLOW GEAR TO RETRACT OVER CENTER TO REMOVE INNER STRUT AS ONE ASSEMBLY   AFTER THE GEAR RETRACTION HANDLE WS POSITIONED IN THE UP POSITION AND GEAR WAS POSITIONED OVER THE CENTER, GEAR HANDLE WAS NOT TAGGED OR REPOSITIONED IN THE DOWN POSITION BY THE AMERICAN EAGLE maintenance/INSPECTION PERSONNEL   UPON COMPLETION OF THE LEFT HAND STRUT ASSEMBLY CHANGE, NO MAIN GEAR PIN WERE INSTALLED IN BOTH MAIN GEAR, ONLY NOSE GEAR PIN WAS INSTALLED   AIRCRAFT WAS REMOVED FROM JACKS AND TOW BAR INSTALLED TO POSITION AIRCRAFT ON RAMP   DURING POSITIONING OF AIRCRAFT ON RAMP, maintenance PERSONNEL FAILED TO REVIEW COCKPIT CHECKLIST, AND APPLIED HYDRAULIC POWER TO SET AIRCRAFT BRAKES   UPON APPLICATION OF HYDRAULIC POWER WITH THE GEAR RETRACTION HANDLE STILL IN THE UP POSITION   ALL THREE3 GEAR RETRACTED, CAUSING PERSONAL AND AIRCRAFT DAMAGE ",1
LOST N ENGINE COWL ON TAKEOFF  INDICATES maintenance FAILED TO FASTEN COWLING ,1
LOST POWER DESCENDING TO SPRAY  DUMPED LOAD  HIT STUMP LANDING  NOSED OVER  FUEL UNIT HAD KNOWN PRIOR LOW PRESSURE ,1
HIGH OIL TEMP  LOUD POP  AUTOROTATED  ROCKED LANDING  CHOPPED TAIL  SHOP RAG WRAPPED ON TAIL SHAFT  BLOCKED COOLER ,1
"DISTRACTED AND FORGOT TO RAISE GEAR ON AMPHIBIOUS FLOATS FOR WATER LANDING  FLIPPED OVER   PILOT FORGOT TO RETRACT LANDING GEAR ON AMPHIBIOUS AIRCRAFT  PILOT INTENDED TO LAND ON MURTLE LAKE, STAY ON THE STEP, AND TAKE OFF AGAIN  AIRCRAFT FLIPPED OVER UPON LANDING ",1
POSITIONING FLIGHT LOST CABIN DOOR OFF AIRCRAFT  CABIN CREWMAN APPARENTLY FAILED LATCH DOOR  WARNING LIGHT INOP ,1
STALLED ON PULLUP FROM ABORTED LANDING ON DIRT STRIP  FULL NOSE UP TRIM  RISING TERRAIN OFF END OF STRIP ,1
HOPPER FIRE INFLIGHT  PILOT LANDED ON ROAD BETWEEN TREES  SULPHUR DUST A FACTOR  NON COMPLIANCE WITH ADS ON SUBJECT,1
CRUISE 800FT OVER OCEAN  TAIL ROTOR GEAR BOX SEPARATED  REMOVED maintenance PRIO  GEAR BOX LOOSE  PITCHED  ROLLED ,1
VEERED OFF TAXIWAY  STRUCK TAXIWAY LIGHT  WAS ADVISED DAMAGED PROP  CONTINUED TO LIT ,1
"UPON TAKEOFF, THE DOOR IMMEDIATELY AFTER THE AIRCRAFT LEFT THE GROUND  THE PILOT ELECTED TO LAND ON THE REMAINING RUNWAY   THE PILOT DID NOT EXTEND THE LANDING GEAR   THERE WAS DAMAGE TO THE GEAR DOORS, AIRCRAFT SKIN, ANTENNAS, AND THE PROPELLER   THIS INCIDENT IS CONSIDERED CLOSED WITH THIS REPORT   PRIVACY DATA OMITTED PRIVACY DATA OMITTED",1
ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS  DURING THE START AND RUNUP CHECK HE DISCOVERED THAT THE GEAR DOWN LIGHT WENT OUT ANYTIME HE TURNED ON THE NAVIATION AND PANEL LIGHTS   KNOWING THIS HE DEPARTED FRONT RANGE AIRPORT ENROUTE TO THE CENTENNIAL AIRPORT WITH THE GEAR DOWN LIGHT INOPERATIVE   ON APPROACH TO THE CENTENNIAL AIRPORT E PUT THE GEAR LEVER DOWN   THE LANDING GEAR LIGHT DID NOT ILLUMINATE   KNOWING IT TO BE INOPERATIVE WITH THE NAVIGATION LIGHTS ON ON HE ASSUMED THE GEAR WAS DOWN AND LANDED THE AIRPLANE GEAR UP   THE PILOT STATED HE DID NOT CHECK THE MANUAL GEAR EXTENTION HANDLE POSITION NOR DID HE RECALL THE GEAR HORN SOUNDING   HE STATED THAT UPON JACKING THE AIRCRAFT THE LANDING GEAR CIRCUIT BREAKER WAS FOUND TO BE POPPED   THE CIRCUIT BREAKER WAS RESET AND THE GEAR EXTENDED NORMALLY   INSPECTION BY THE FAA CONFIRMED THE GEAR DOWN LIGHT DID IN FACT FAIL ANYTIME THE NAVIGATION/PANEL LIGHTS WERE TURNED ON   IT SHOULD DIM AND NOT FAIL   THE HORN WAS FOUND TO OPERATE ANYTIME THE THROTTLE WAS RETARDED ,1
GEAR SLOW RETRACTING ON CLIMBOUT  UNABLE LOCK DOWN  USED BOTTLE  NOSE GEAR STILL UP  HYDRAULIC FLUID DEPLETED ,1
"UPON TOUCHDOWN, THE AIRCRAFT VEERED SHARPLY TO THE LEFT, THE PILOT TRIED TO maintain CONTROL WITH FULL RIGHT RUDDER, BRAKE, AND REVERSE PROP  THE AIRCRAFT LEFT THE RUNWAY AND CAME TO REST PERPINDICULAR TO THE RUNWAY  PRIVACY DATA OMITTED",1
"ON DECEMBER 17, 1999, AT 10 HOURS PACIFIC STANDARD TIME, A CESSNA 172N, N738UA, OPERATED BY THE PILOT WAS SUBSTANTIALLY DAMAGED DURING A TAKEOFF ATTEMPT AT CONCORD, CALIFORNIA, WHEN IT RAN OFF THE DEPARTURE END OF THE RUNWAY AND COLLIDED WITH A FENCE   THE AIRLINE TRANSPORT PILOT, THE SOLE OCCUPANT, RECEIVED MINOR INJURIES   VISUAL METEOROLOGICAL CONDITIONS PREVAILED FOR THE PERSONAL FLIGHT OPERATING UNDER  CFR PART 91 AND NO FLIGHT PLAN WAS FILED   THE FLIGHT WAS DESTINED FOR NAPA, CALIFORNIA                 AFTER THE ACCIDENT THE PILOT STATED TO A FEDERAL AVIATION ADMINISTRATION INSPECTOR, WHO RESPONDED TO THE SCENE, THAT HE HAD FAILED TO REMOVE THE CONTROL GUST LOCK PRIOR TO THE TAKEOFF ATTEMPT  IN THE PILOT'S INSURANCE COMPANY REPORT HE ALSO STATED THAT HE FAILED TO REMOVE THE GUST LOCK DURING THE TAKEOFF ROLL  HE SAID HE REDUCED THE THROTTLE AND OVER FLEW THE AIRPORT FENCE AND LANDED ON A ROAD NEAR THE RUNWAY  THE PILOT FILED A PARTIAL AIRCRAFT ACCIDENT REPORT WITHOUT A STATEMENT                                                                                                                                                                                                 PILOT TOOK OFF AND UPON REACHING THE END OF THE RUNWAY HE REALIZES THA THE GUST LOCK PIN IS INSTALLED  PILOT STATED THAT HE ATTEMPTED TO REMOVE IT BUT DID NOT SUCCEED AND THE aircraft IMPACTED THE GROUND40 FEET FROM THE END OF RUNWAY 32L ",1
" 19 ON SEPTEMBER 30, 1999, AT 20 CENTRAL DAYLIGHT TIME, A CESSNA 150F AIRPLANE, N8092S, WAS SUBSTANTIALLY DAMAGED WHEN IT IMPACTED TERRAIN WHILE LANDING AT THE ROBERT S  KERR AIRPORT RKR NEAR POTEAU, OKLAHOMA  THE FLIGHT INSTRUCTOR RECEIVED SERIOUS INJURIES, AND THE STUDENT PILOT, WHO WAS THE OWNER OF THE AIRPLANE, WAS FATALLY INJURED  DARK NIGHT VISUAL METEOROLOGICAL CONDITIONS PREVAILED, AND A FLIGHT PLAN WAS NOT FILED FOR THE  CODE OF FEDERAL REGULATIONS PART 91 INSTRUCTIONAL FLIGHT  THE CROSS-COUNTRY FLIGHT ORIGINATED FROM RKR AT 1955  THE THREE LEG CROSS-COUNTRY FLIGHT WAS PLANNED FROM RKR TO MCALESTER, OKLAHOMA MLC, TO HENRYETTA, OKLAHOMA F10, THEN RETURNING TO RKR  DURING A TELEPHONE INTERVIEW CONDUCTED BY THE NTSB INVESTIGATOR-IN-CHARGE, THE INSTRUCTOR PILOT STATED THAT WHILE EN-ROUTE, JUST OUTSIDE OF MLC, THE GENERATOR LIGHT ILLUMINATED  THE INSTRUCTOR STATED THAT THE STUDENT BELIEVED THAT THE LIGHT WAS A FALSE INDICATION SO THEY ELECTED TO CONTINUE WITH THE FLIGHT  THE INSTRUCTOR ADDED THAT THEY COULD NOT ACTIVATE THE PILOT CONTROLLED LIGHTING AT F10 UNTIL THEY WERE WITHIN ONE MILE OF THE AIRPORT, BUT ""THEY DID NOT THINK MUCH OF IT AT THE TIME  "" THEY         PERFORMED A TOUCH AND GO LANDING AT F10 AND ELECTED TO RETURN TO RETURN TO RKR, EVEN THOUGH THE GENERATOR LIGHT WAS STILL ILLUMINATED  ACCORDING TO THE INSTRUCTOR, THE AIRPLANE LOST ELECTRICAL POWER BEFORE THE FLIGHT REACHED RKR, AND HE WQAS UNABLE TO ACTIVATE THE PILOT CONTROLLED LIGHTING USING THE AIRCRAFT RADIO  THE FLIGHT INSTRUCTOR ATTEMPTED A LANDING ON RUNWAY 36 WITHOUT AIRCRAFT LIGHTING AND RUNWAY LIGHTING  ACCORDING TO THE INSTRUCTOR, THE AIRPLANE TOUCHED DOWN IN A ROUGH AREA, BOUNCED 3 OR TIMES, AND IMPACTED A DITCH IN A NOSE DOWN ATTITUDE  THE FAA INSPECTOR, WHO VISITED THE ACCIDENT SITE, STATED THAT THE AIRPLANE INITIALLY TOUCHED DOWN ABOUT 300 FEET EAST OF THE RUNWAY CENTERLINE  THE AIRPLANE'S FORWARD FUSELAGE WAS STRUCTURALLY DAMAGED, AND THE NOSE AND MAIN LANDING GEAR WERE COLLAPSED   PILOT ATTEMPTED TO LAND AT NIGHT WITH NO AIRFIELD RUNWAY LIGHTS   THE AIRCRAFT TOUCHED DOWN APPROXIMATELY 360 FEET EAST AND 1800 FEET NORTH OF THE THRESHOLD OF RUNWAY 18   THE AIRCRAFT ROLLED AND BOUNCED 363 FEET AND CAME TO A REST, NOSE DOWN, IN A DRAINAGE RAVINE APPROXIMATELY 35 FEET WIDE AND 25 FEET DEEP                                                                          THE STUDENT PILOT PLANNED THE NIGHT CROSS-COUNTRY FLIGHT; HOWEVER, THE FLIGHT INSTRUCTOR PERFORMED THE FUEL CALCULATIONS BY USING A-HOUR FUEL ENDURANCE MINUS THE STUDENT'S FLIGHT TIME TO THE ORIGINATION AIRPORT  THE INSTRUCTOR DETERMINED THAT THERE WAS ENOUGH FUEL FOR THE FLIGHT AND ELECTED NOT TO HAVE THE FUEL TANKS FILLED PRIOR TO THE FLIGHT   DURING THE FIRST LEG OF THE FLIGHT, THE GENERATOR WARNING LIGHT ILLUMINATED   THE STUDENT INDICATED TO THE INSTRUCTOR THAT HE THOUGHT IT WAS AN INDICATION PROBLEM AND NOT A GENERATOR PROBLEM   THE INSTRUCTOR AND STUDENT ELECTED TO CONTINUE THE FLIGHT, PERFORMING TOUCH-AND-GO LANDINGS AT TWO SEPARATE AIRPORTS   ON THE THIRD/LAST LEG OF THE FLIGHT, AFTER THE INSTRUCTOR NOTICED THE FUEL GAUGES READING EMPTY IN ONE FUEL TANK AND 1 FULL IN THE OTHER, THE STUDENT INFORMED THE INSTRUCTOR THAT HIS AIRPLANE ONLY HAD A 3 5-HOUR FUEL ENDURANCE   DURING THE LAST LEG OF THE FLIGHT, THE ELECTRICAL SYSTEM FAILED   DUE TO THE LOW FUEL STATUS, THE INSTRUCTOR DID NOT DIVERT TO AN AIRPORT WITH AUTOMATIC RUNWAY LIGHTING, BUT CONTINUED TO THE ORIGINAL DESTINATION AIRPORT, WHICH HAD A PILOT CONTROLLED RUNWAY LIGHT SYSTEM   THE INSTRUCTOR ATTEMPTED TWO A PPROACHES WITH NO RUNWAY OR AIRCRAFT LIGHTING  ON THE SECOND APPROACH, THE AIRPLANE IMPACTED THE GROUND AND A DITCH   A WORK ORDER INCLUDED IN THE maintenance RECORDS INDICATED THAT THE GENERATOR  'FUSES' WERE 'REPLACED' 2 5 MONTHS PRIOR TO THE ACCIDENT   EXAMINATION OF THE ELECTRICAL SYSTEM REVEALED THAT A 30-AMP FUSE WAS INSTALLED IN THE GENERATOR FUSE HOLDER, AND THE FUSE HAD 'BLOWN'   THE AIRC",1
" 23 AFTER VIEWING THE VIDEO TAPE FROM A CAMERA ATTACHED TO MR  JACK LARRISON'S HELMET, I AGREE WITH THE ATTACHED STATEMENT MADE BY MR  DAVID TK HAYES  INSPECTION OF THE RESERVE CHUTE REVEALED IT HAD NOT BEEN PACKED WITHIN 120 DAYS BEFORE THE DATE OF USE   THE JUMER DID NOT ATTEMPT TO USE THE RESERVE, THE HANDLE WAS NEVER PULLED   A PULL TEST WAS PERFORMED ON THE CHUTE   OPERATION WAS NORMAL, AND WAS IN PULL TEST WEIGHT LIMITS ",1
"ON 1-20-99 KITTY HAWK FLT 503 MHR-TOL DIVERTED TO MCI DUE TO LOSS OF ENGINE OIL FROM THE #1 ENGINE  INSPECTORS WITNESSED THE OPENING OF THE COWLING AND VERIFIED WITH THE KITTY HAWK MECHANIC MIKE MURRAY THAT THE OIL TANK DRAIN VALVE WAS OPEN   THIS VALVE SHOULD BE CLOSED AND SAFETY WIRED SHUT   THIS VALVE BEING OPEN CAUSED THE OIL TO DRAIN   LOCAL MECHANICS CLOSED AND SAFETY THE VALVE, SERVICED THE ENGINE WITH APPROXIMATELY 16 QTS  OF OIL, AND PERFORMED AN ENGINE RUN AND LEAK CHECK   NO FURTHER LEAKS WERE NOTED AND THE AIRCRAFT WAS DISPATCHED WITHOUT FURTHER INCIDENT   INCIDENT # CE99IAC0029 IS CONSIDERED CLOSED WITH THE REPORT ",1
"THE PILOT IN COMMAND OF A PART 135 AIR AMBULANCE FLIGHT TOOK OFF FROM RUNWAY 06 AT THE LADY'S ISLAND AIRPORT 73J, BEAUFORT, SC   IMMEDIATELY AFTER LIFT OFF THE OPEN NOSE BAGGAGE DOOR ROTATED INTO A VERTICAL POSITION AND BEGAN VIBRATING IN THE AIRSTREAM   THE PILOT IN COMMAND LANDED ON THE REMAINING RUNWAY, THEN CONTINUED OFF THE RUNWAY END INTO SWAMPY TERRAIN   THE PILOT IN COMMAND SHUT DOWN THE ENGINE PRIOR TO THE NOSE GEAR COLLAPSING AND PROPELLER IMPACT WITH THE GROUND   THERE WERE NO INJURIES ",1
"NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND  THE PILOT LANDED WITH THE NOSE GEAR RETRACTED  THERE WAS MINOR DAMAGE TO THE AIRCRAFT AND NO INJURIES TO THE OCCUPANTS  EXAMINATION OF THE AIRCRAFT DISCLOSED THAT THE NOSE GEAR SHOCK STRUT WAS DEFLATED NO AIR PRESSURE  THIS MODEL AIRCRAFT REQUIRES AIR PRESSURE TO EXTEND THE SHOCK STRUT FULLY, IN ORDER TO ENGAGE THE NOSE WHEEL CENTERING DEVICE  BECAUSE THIS DEVICE WAS NOT ENGAGED THE NOSE GEAR RETRACTED WITH THE NOSE WHEEL NOT CENTERED AND IT JAMMED IN THE WHEEL WELL  NEITHER THE NORMAL NOR THE EMERGENCY HYDRAULIC SYSTEMS COULD FREE IT  PRIVACY DATA OMITTED THERE WAS NO PILOT DEVIATION  THIS INCIDENT IS CLOSED ",1
"THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS PSP, CA, TO OCEANSIDE CRQ, CA  AFTER DEPARTURE, THE PILOT NOTED THAT A FUEL TANK CAP HAD BECOME LOOSE AND HE INFORMED ATC THAT HE NEEDED TO RETURN TO THE AIRPORT   NO EMERGENCY WAS DECLARED AND THE PILOT STARTED HIS TURN BACK TO PSP WITHOUT CLEARANCE FROM ATC   THE FLIGHT WAS OPERATING IN VMC CONDITIONS AT THE TIME ",1
"PAPILLION HELICOPTERS aircraft 1969 BELL 206B HELICOPTER WAS ON A TRAINING FLIGHT WHEN THE ENGINE FAILED ON TAKE-OFF, THE aircraft CRASHED INTO TREES WHILE ATTEMPTING TO AUTO-ROTATE, ONE POB SUFFERED FATAL INJURIES AND THE OTHER SUSTAINED SERIOUS INJURIES, THE aircraft WAS DESTROYED, OTHER CIRCUMSTANCES ARE UNKNOWN  SHORTLY AFTER TAKEOFF AND TRANSITION TO FORWARD FLIGHT, THE HELICOPTER'S ENGINE STOPPED   DURING THE ENSUING AUTOROTATIVE LANDING GLIDE, A MAIN ROTOR BLADE STRUCK A TREE ABOUT 30 FEET ABOVE GROUND LEVEL AND THE HELICOPTER FELL TO THE GROUND   THIS WAS THE FIRST FLIGHT OF THE DAY AND THE HELICOPTER HAD BEEN STORED OUTSIDE OVERNIGHT IN CONDITIONS OF COLD TEMPERATURES AND LIGHT SNOWFALL WITHOUT ENGINE AIR INLET COVERS INSTALLED   PRIOR TO THE FLIGHT THE ENGINE WAS DIFFICULT TO START   THERE WERE FIVE ABORTED STARTS BEFORE THE ENGINE WAS SUCCESSFULLY STARTED   DURING THE FIRST THREE START ATTEMPTS, FUEL WAS INTRODUCED, IGNITION OCCURRED, THE ENGINE ACCELERATION HUNG AT 30 PERCENT, AND THE STARTS WERE ABORTED   AFTER THE THIRD START ATTEMPT A MECHANIC NOTED THAT THE ENGINE INLETS WERE APPROXIMATELY HALF BLOCKED BY                                                                     SNOW AND CLEARED THE SNOW FROM THE INLETS USING A TOWEL  HE DID NOT CHECK THE PLENUM CHAMBER AFT OF THE PARTICLE SEPARATOR AND FORWARD OF THE ENGINE INLET FOR SNOW   IN THE WRECKAGE, THE PLENUM CHAMBER INSPECTION WINDOW WAS FOUND TO BE OPAQUE   AFTER THE ACCIDENT, ANOTHER COMPANY MECHANIC WHO HAD DEALT WITH THE SAME STARTING DIFFICULTY ON ANOTHER HELICOPTER OF THE SAME TYPE PARKED UNDER THE SAME CIRCUMSTANCES WITHOUT INLET COVERS, REPORTED FINDING SEVERAL CUPS OF SNOW   THE ENGINE MANUFACTURER REPORTED THAT TESTS OF THE ENGINE HAD SHOWN THAT INGESTION OF AS LITTLE AS 6 OUNCES OF SNOW/SLUSH COULD FLAME OUT THE ENGINE   THE OPERATOR'S PROCEDURE REQUIRING THAT THE LAST FLIGHT CREW AT THE END OF THE DAY INSTALL THE INLET COVERS ON AIRCRAFT STORED OUTSIDE HAD NOT BEEN FOLLOWED                                         ON APRIL 1, 1999, AT APPROXIMATELY 1136 LOCAL TIME, BHT-206B, N992UC DEPARTED THE PAPILLON GRAND CANYON HELIPORT IN A SOUTHWEST DIRECTION ON A TRAINING FLIGHT WITH A NEW HIRE PILOT, AND COMPANY FLIGHT INSTRUCTOR ON BOARD   SHORTLY AFTER TAKE-OFF, AND DURING THE CLIMB PHASE, THE AIRCRAFT EXPERIENCED AN ENGINE FAILURE AT WHICH TIME AN AUTOROTATION WAS INITIATED WHILE CO NTINUING ON A SOUTHBOUND HEADING  DURING THE AUTOROTATIONAL DESCENT, THE AIRCRAFT ROTOR BLADE STRUCK, AND CHOPPED OFF APPROXIMATELY 16 FEET OF THE TOP OF A PONDEROSA PINE TREE WHICH WAS APPROXIAMTELY NINE INCHES IN DIAMETER   DUE TO THE SUDDEN IMPACT, THE AIRCRAFT DROPPED VERTICALLY IN A NOSE FIRST ALTITUDE WHERE IT IMPACTED THE GROUND AND WAS SUBSEQUENTLY DESTROYED   THE INSTRUCTOR PILOT WHO WAS SEATED WITHIN THE LEFT SEAT SUSTAINED SERIOUS INJURIES, AND THE TRAINEE SEATED WITHIN THE RIGHT SEAT WAS FATALLY INJURIED ",1
